accession,taxid,superkingdom,phylum,class,order,family,genus,species
MZ930120.1,2922164,NA,Chordata,Actinopteri,Siluriformes,Schilbidae,Schilbe,Schilbe cf. yangambianus FDBS-2022
MZ930118.1,2922163,NA,Chordata,Actinopteri,Siluriformes,Schilbidae,Schilbe,Schilbe cf. intermedius FDBS-2022
MZ930117.1,2922170,NA,Chordata,Actinopteri,Siluriformes,Claroteidae,Chrysichthys,Chrysichthys cf. cranchii FDBS-2022
MZ930116.1,2922167,NA,Chordata,Actinopteri,Siluriformes,Bagridae,Bagrus,Bagrus cf. caeruleus FDBS-2022
MZ930115.1,2922150,NA,Chordata,Actinopteri,Siluriformes,Mochokidae,Chiloglanis,Chiloglanis sp. 'Mansha'
MZ930114.1,2922169,NA,Chordata,Actinopteri,Siluriformes,Mochokidae,Chiloglanis,Chiloglanis cf. productus FDBS-2022
MZ930110.1,2922162,NA,Chordata,Actinopteri,Siluriformes,Auchenoglanididae,Parauchenoglanis,Parauchenoglanis cf. monkei FDBS-2022
MZ930109.1,2922157,NA,Chordata,Actinopteri,Siluriformes,Mochokidae,Microsynodontis,Microsynodontis cf. batesii
MZ930107.1,2922166,NA,Chordata,Actinopteri,Siluriformes,Mochokidae,Synodontis,Synodontis cf. caudalis FDBS-2022
MZ930106.1,2922165,NA,Chordata,Actinopteri,Siluriformes,Mochokidae,Synodontis,Synodontis cf. brichardi FDBS-2022
MZ930104.1,2922158,NA,Chordata,Actinopteri,Siluriformes,Mochokidae,Microsynodontis,Microsynodontis sp. 'Inga'
MZ930103.1,2922161,NA,Chordata,Actinopteri,Siluriformes,Mochokidae,Euchilichthys,Euchilichthys sp. 'Kinganga'
MZ930101.1,2922152,NA,Chordata,Actinopteri,Siluriformes,Mochokidae,Chiloglanis,Chiloglanis sp. 'Ntumbachushi'
MZ930100.1,2922149,NA,Chordata,Actinopteri,Siluriformes,Mochokidae,Chiloglanis,Chiloglanis sp. 'Luongo'
MZ930094.1,2922160,NA,Chordata,Actinopteri,Siluriformes,Amphiliidae,Zaireichthys,Zaireichthys sp. 'Red'
MZ930092.1,2922159,NA,Chordata,Actinopteri,Siluriformes,Mochokidae,Synodontis,Synodontis sp. 'Upper Benue'
MZ930088.1,2922156,NA,Chordata,Actinopteri,Siluriformes,Mochokidae,Euchilichthys,Euchilichthys sp. 'Mukuleshi'
MZ930087.1,2922168,NA,Chordata,Actinopteri,Siluriformes,Mochokidae,Chiloglanis,Chiloglanis cf. congicus FDBS-2022
MZ930085.1,2922148,NA,Chordata,Actinopteri,Siluriformes,Mochokidae,Chiloglanis,Chiloglanis sp. 'Lufupa'
MZ930084.1,2922147,NA,Chordata,Actinopteri,Siluriformes,Mochokidae,Chiloglanis,Chiloglanis sp. 'Lubudi'
MZ930081.1,2922153,NA,Chordata,Actinopteri,Siluriformes,Mochokidae,Chiloglanis,Chiloglanis sp. Malawi
MZ930075.1,2922151,NA,Chordata,Actinopteri,Siluriformes,Mochokidae,Chiloglanis,Chiloglanis sp. 'Nigeria'
MW526989.1,2079516,NA,Chordata,Amphibia,Anura,Ranidae,Rana,Rana dabieshanensis
MK987177.1,2916560,NA,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus cf. siamensis sensu Tu et al. 2017
MK987176.1,2916559,NA,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus cf. macrotis sensu Tu et al. 2017
MW548257.1,930977,NA,Chordata,Actinopteri,Gobiiformes,Gobiidae,Stiphodon,Stiphodon percnopterygionus
MK603014.1,2599796,NA,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela haidarum
MK603915.1,2904965,NA,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela richardsonii
MW233587.1,512457,NA,Chordata,Amphibia,Anura,Microhylidae,Microhyla,Microhyla achatina
OL467321.1,2841813,NA,Chordata,Amphibia,Anura,Ranidae,Rana,Rana wuyiensis
MZ151889.1,2708359,NA,Chordata,Actinopteri,Siluriformes,Ictaluridae,Trogloglanis,Trogloglanis pattersoni
MZ677204.1,73332,NA,Chordata,Aves,Passeriformes,Sylviidae,Leptopoecile,Leptopoecile sophiae
MT381943.1,111837,NA,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus miurus
MT381942.1,98314,NA,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus
MT381941.1,56242,NA,Chordata,Mammalia,Rodentia,Cricetidae,Phenacomys,Phenacomys intermedius
MT381940.1,537921,NA,Chordata,Mammalia,Rodentia,Cricetidae,Clethrionomys,Clethrionomys centralis
MT381939.1,100895,NA,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus californicus
MT381937.1,3371160,NA,Chordata,Mammalia,Rodentia,Cricetidae,Stenocranius,Stenocranius gregalis
MT381935.1,269655,NA,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus guentheri
MT381933.1,269651,NA,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus daghestanicus
MT381932.1,269658,NA,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus socialis
MT381931.1,71003,NA,Chordata,Mammalia,Rodentia,Cricetidae,Myopus,Myopus schisticolor
MT381930.1,84770,NA,Chordata,Mammalia,Rodentia,Cricetidae,Lemmus,Lemmus trimucronatus
MT381929.1,3371161,NA,Chordata,Mammalia,Rodentia,Cricetidae,Stenocranius,Stenocranius raddei
MT381928.1,555454,NA,Chordata,Mammalia,Rodentia,Cricetidae,Chionomys,Chionomys gud
MT381927.1,3370257,NA,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus yuldaschi
MT381925.1,2678870,NA,Chordata,Mammalia,Rodentia,Cricetidae,Alticola,Alticola strelzovi
MT381924.1,1477902,NA,Chordata,Mammalia,Rodentia,Cricetidae,Alticola,Alticola olchonensis
MT381923.1,98316,NA,Chordata,Mammalia,Rodentia,Cricetidae,Alticola,Alticola macrotis
MT381922.1,1472668,NA,Chordata,Mammalia,Rodentia,Cricetidae,Alticola,Alticola lemminus
MT381921.1,1047088,NA,Chordata,Mammalia,Rodentia,Cricetidae,Arvicola,Arvicola amphibius
MZ681908.1,57241,NA,Chordata,Aves,Suliformes,Fregatidae,Fregata,Fregata minor
MZ853146.1,2872190,NA,Chordata,Actinopteri,Cypriniformes,Gastromyzontidae,Beaufortia,Beaufortia pingi
MZ708834.1,3370766,NA,Chordata,Mammalia,Eulipotyphla,Talpidae,Scaptonyx,Scaptonyx fusicauda
OK323243.1,238049,NA,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Prionurus,Prionurus scalprum
MZ888773.1,1499461,NA,Chordata,Aves,Passeriformes,Sittidae,Sitta,Sitta magna
MW442839.1,45805,NA,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus cervinus
OK509079.1,367201,NA,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus levisquamis
MW401774.1,48418,NA,Chordata,Mammalia,Carnivora,Herpestidae,Urva,Urva auropunctata
MW376910.1,216359,NA,Chordata,Actinopteri,NA,Siganidae,Siganus,Siganus rivulatus
MW376909.1,226939,NA,Chordata,Actinopteri,NA,Siganidae,Siganus,Siganus luridus
OK539643.1,41806,NA,Chordata,Mammalia,Artiodactyla,Suidae,Babyrousa,Babyrousa babyrussa
MW361268.1,2770753,NA,Chordata,Aves,Passeriformes,Scotocercidae,Horornis,Horornis ruficapilla
MW361245.1,2770769,NA,Chordata,Aves,Passeriformes,Scotocercidae,Horornis,Horornis parens
MW361243.1,359651,NA,Chordata,Aves,Passeriformes,Scotocercidae,Horornis,Horornis annae
MW548266.1,1522378,NA,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax niphostigmus
MW151695.1,473458,NA,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax meleagris
MW145336.1,473457,NA,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax javanicus
MW133236.1,473454,NA,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax favagineus
MW423370.1,2896318,NA,Chordata,Actinopteri,Perciformes,Platycephalidae,Platycephalus,Platycephalus sp. 2 LL-2021
MW423369.1,2896317,NA,Chordata,Actinopteri,Perciformes,Platycephalidae,Platycephalus,Platycephalus sp. 1 LL-2021
MZ365040.1,8879,NA,Chordata,Aves,Anseriformes,Anatidae,Mergus,Mergus serrator
MW331227.1,1828358,NA,Chordata,Actinopteri,Characiformes,Acestrorhamphidae,Hyphessobrycon,Hyphessobrycon pulchripinnis
MZ568803.1,481699,NA,Chordata,Actinopteri,Cypriniformes,Acheilognathidae,Tanakia,Tanakia himantegus
MT130395.1,2894334,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,NA,Oxygymnocypris stewartii x Schizopygopsis younghusbandi
OK638184.1,469896,NA,Chordata,Chondrichthyes,Chimaeriformes,Chimaeridae,Chimaera,Chimaera opalescens
OK375462.1,2339278,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Garra,Garra motuoensis
MZ593724.1,75864,NA,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas zonorhyncha
OK513019.1,402889,NA,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo
OK513017.1,2770979,NA,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera spelaea
MT240890.1,226841,NA,Chordata,Mammalia,Rodentia,Sciuridae,Syntheosciurus,Syntheosciurus brochus
MZ930122.1,428446,NA,Chordata,Actinopteri,Lobotiformes,Datnioididae,Datnioides,Datnioides polota
OK329966.1,386089,NA,Chordata,Actinopteri,Siluriformes,Sisoridae,Glyptothorax,Glyptothorax minimaculatus
MW057778.1,236590,NA,Chordata,Actinopteri,Siluriformes,Ictaluridae,Noturus,Noturus baileyi
MW205896.1,2892538,NA,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale gracilis
MW205885.1,2839979,NA,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale angustifrons
MW205880.1,2839980,NA,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale gracilis
MW205870.1,2839978,NA,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale angustifrons
MW411575.1,2705742,NA,Chordata,Amphibia,Anura,Ranidae,Nidirana,Nidirana yeae
MW160420.1,3149495,NA,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris falcinellus
MW288293.1,1482993,NA,Chordata,Actinopteri,Cypriniformes,Nemacheilidae,Barbatula,Barbatula quignardi
MK330875.1,8758,NA,Chordata,Lepidosauria,Squamata,Viperidae,Sistrurus,Sistrurus miliarius
MW049117.1,2891299,NA,Chordata,Actinopteri,Gobiiformes,Gobiidae,Gymnogobius,Gymnogobius laevis
MH822616.1,1419816,NA,Chordata,NA,Testudines,Platysternidae,Platysternon,Platysternon megacephalum
MZ935252.1,1925732,NA,Chordata,Mammalia,Rodentia,Muridae,Niviventer,Niviventer sacer
MZ781221.1,2890863,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Sinocyclocheilus,Sinocyclocheilus sp. DJ-2021
MZ442599.1,670522,NA,Chordata,Actinopteri,Perciformes,Triglidae,Lepidotrigla,Lepidotrigla alata
MK784764.1,857660,NA,Chordata,Actinopteri,Cypriniformes,Danionidae,Rasbora,Rasbora hobelmani
MW532123.1,2879625,NA,Chordata,Actinopteri,NA,Sillaginidae,Sillago,Sillago sp. 3 SS-2021
MW532122.1,2879624,NA,Chordata,Actinopteri,NA,Sillaginidae,Sillago,Sillago sp. 2 SS-2021
MW532121.1,2879623,NA,Chordata,Actinopteri,NA,Sillaginidae,Sillago,Sillago sp. 1 SS-2021
MW315749.1,2835313,NA,Chordata,Actinopteri,Characiformes,Acestrorhamphidae,Hyphessobrycon,Hyphessobrycon roseus
MW315748.1,1349300,NA,Chordata,Actinopteri,Characiformes,Acestrorhamphidae,Hyphessobrycon,Hyphessobrycon flammeus
MW315747.1,2886761,NA,Chordata,Actinopteri,Characiformes,Acestrorhamphidae,Hyphessobrycon,Hyphessobrycon elachys
MW315751.1,2886762,NA,Chordata,Actinopteri,Characiformes,Acestrorhamphidae,Megalamphodus,Megalamphodus sweglesi
MZ853156.1,1938378,NA,Chordata,Actinopteri,Cypriniformes,Gastromyzontidae,Erromyzon,Erromyzon kalotaenia
MZ853155.1,486222,NA,Chordata,Actinopteri,Cypriniformes,Xenocyprididae,Opsariichthys,Opsariichthys evolans
MZ853153.1,451681,NA,Chordata,Actinopteri,Cypriniformes,Danionidae,Danio,Danio roseus
MK456608.1,1001913,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Oreichthys,Oreichthys crenuchoides
MZ435950.1,118846,NA,Chordata,Lepidosauria,Squamata,Lacertidae,Takydromus,Takydromus kuehnei
MH005927.1,495877,NA,Chordata,Chondrichthyes,Rhinopristiformes,Pristidae,Pristis,Pristis zijsron
MK335935.1,342412,NA,Chordata,Actinopteri,Siluriformes,Bagridae,Tachysurus,Tachysurus intermedius
MK089295.1,59479,NA,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum
MZ579648.1,360967,NA,Chordata,Mammalia,Chiroptera,Vespertilionidae,Ia,Ia io
OK104112.1,2875689,NA,Chordata,Actinopteri,Anguilliformes,Synaphobranchidae,Simenchelys,Simenchelys sp. YL-2021
MW368917.1,933637,NA,Chordata,Lepidosauria,Squamata,Dibamidae,Dibamus,Dibamus bourreti
MZ751042.1,508491,NA,Chordata,Amphibia,Anura,Microhylidae,Anilany,Anilany helenae
MZ712011.1,462321,NA,Chordata,Amphibia,Anura,Rhacophoridae,Zhangixalus,Zhangixalus dugritei
MW364567.1,209070,NA,Chordata,Aves,Strigiformes,Strigidae,Otus,Otus lettia
MW682859.1,2814449,NA,Chordata,Actinopteri,Gobiiformes,Gobiidae,Taenioides,Taenioides sp. CHY-2020
MT628403.1,2827218,NA,Chordata,Actinopteri,Perciformes,Platycephalidae,Platycephalus,Platycephalus sp. 1 SX-2021
MT559308.1,2382062,NA,Chordata,Amphibia,Anura,Microhylidae,Microhyla,Microhyla beilunensis
MW471072.1,329116,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Tor,Tor tambroides
MZ424446.1,36281,NA,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus obscurus
KY676803.1,62901,NA,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex excelsus
KY676802.1,62276,NA,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex caecutiens
MF958503.1,443724,NA,Chordata,Actinopteri,NA,Sillaginidae,Sillago,Sillago ingenuua
MW929770.1,2826111,NA,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus cf. giganteus TL-2021
MG727890.1,1483516,NA,Chordata,Actinopteri,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,Cyprinodon julimes
KM374638.1,665143,NA,Chordata,Aves,Passeriformes,Petroicidae,Eopsaltria,Eopsaltria griseogularis
MW222473.1,2875505,NA,Chordata,Amphibia,Anura,Rhacophoridae,Rhacophorus,Rhacophorus sp.
MZ334545.1,994856,NA,Chordata,Actinopteri,Cypriniformes,Acheilognathidae,Acheilognathus,Acheilognathus hypselonotus
MZ196220.1,867831,NA,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros pendleburyi
MW348982.1,2863190,NA,Chordata,Mammalia,Artiodactyla,Cervidae,Rucervus,Rucervus duvaucelii
MW348978.1,2170375,NA,Chordata,Mammalia,Artiodactyla,Cervidae,Rucervus,Rucervus duvaucelii
MK941883.1,173987,NA,Chordata,Mammalia,Artiodactyla,Cervidae,Rusa,Rusa unicolor
BK059163.1,33616,NA,Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps,Gymnogyps californianus
MZ027648.1,2873328,NA,Chordata,Mammalia,Primates,Cebidae,Callithrix,Callithrix sp. BJT022
MZ488451.1,82126,NA,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,Hippotragus niger
MK630237.1,80462,NA,Chordata,Lepidosauria,Squamata,Lacertidae,Takydromus,Takydromus septentrionalis
MW648791.1,2609070,NA,Chordata,Actinopteri,Gymnotiformes,Gymnotidae,Electrophorus,Electrophorus voltai
MW592438.1,2872343,NA,Chordata,Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,Dendrohyrax interfluvialis
MZ364158.1,711528,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Puntius,Puntius sachsii
MZ364157.1,1903867,NA,Chordata,Amphibia,Anura,Megophryidae,Megophrys,Megophrys gigantica
MZ353592.1,2494721,NA,Chordata,Mammalia,Rodentia,Muridae,Lophuromys,Lophuromys menageshae
MZ353591.1,303926,NA,Chordata,Mammalia,Rodentia,Muridae,Lophuromys,Lophuromys melanonyx
MZ353590.1,303928,NA,Chordata,Mammalia,Rodentia,Muridae,Lophuromys,Lophuromys chrysopus
MZ353589.1,2494722,NA,Chordata,Mammalia,Rodentia,Muridae,Lophuromys,Lophuromys simensis
MZ556326.1,2730347,NA,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura nicobarica
MT527183.1,2872160,NA,Chordata,Actinopteri,Perciformes,Cottidae,Batrachocottus,Batrachocottus talievi
MT527182.1,79686,NA,Chordata,Actinopteri,Perciformes,Cottidae,Batrachocottus,Batrachocottus nikolskii
MT527181.1,61628,NA,Chordata,Actinopteri,Perciformes,Cottidae,Batrachocottus,Batrachocottus multiradiatus
MT527180.1,37346,NA,Chordata,Actinopteri,Perciformes,Cottidae,Batrachocottus,Batrachocottus baicalensis
MT460675.1,270580,NA,Chordata,Actinopteri,NA,Sillaginidae,Sillaginopsis,Sillaginopsis panijus
MZ048030.1,1463808,NA,Chordata,Aves,Cuculiformes,Cuculidae,Cuculus,Cuculus micropterus
MK714038.1,2866043,NA,Chordata,Actinopteri,Cypriniformes,Cobitidae,NA,Paramisgurnus dabryanus ssp. GZ-2021 x Misgurnus bipartitus
MT268526.1,1407129,NA,Chordata,Actinopteri,Siluriformes,Siluridae,Silurus,Silurus soldatovi
MZ427900.1,420105,NA,Chordata,Actinopteri,Cichliformes,Cichlidae,Lamprologus,Lamprologus signatus
MZ357707.1,28827,NA,Chordata,Actinopteri,Cichliformes,Cichlidae,Pelvicachromis,Pelvicachromis pulcher
MZ357706.1,586858,NA,Chordata,Actinopteri,Labriformes,Labridae,Pseudocheilinus,Pseudocheilinus hexataenia
MW551526.1,2820320,NA,Chordata,Amphibia,Anura,Ranidae,Odorrana,Odorrana macrotympana
MZ363625.1,42494,NA,Chordata,Actinopteri,Characiformes,Acestrorhamphidae,Gymnocorymbus,Gymnocorymbus ternetzi
MT006232.1,476930,NA,Chordata,Actinopteri,Perciformes,Stichaeidae,Opisthocentrus,Opisthocentrus tenuis
MN885913.1,141269,NA,Chordata,NA,Crocodylia,Alligatoridae,Caiman,Caiman yacare
MN885912.1,190476,NA,Chordata,NA,Crocodylia,Alligatoridae,Caiman,Caiman latirostris
MN885911.1,38656,NA,Chordata,NA,Crocodylia,Alligatoridae,Melanosuchus,Melanosuchus niger
MN885917.1,475781,NA,Chordata,NA,Crocodylia,Crocodylidae,Osteolaemus,Osteolaemus osborni
MZ394043.1,428466,NA,Chordata,Amphibia,Anura,Megophryidae,Leptobrachium,Leptobrachium ailaonicum
MW354542.2,691897,NA,Chordata,Actinopteri,Cyprinodontiformes,Procatopodidae,Poropanchax,Poropanchax normani
MZ424309.1,495837,NA,Chordata,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium fasciatum
MN867911.1,322133,NA,Chordata,Actinopteri,Cypriniformes,Botiidae,Botia,Botia dario
MN873043.1,648166,NA,Chordata,Chondrichthyes,Squaliformes,Etmopteridae,Etmopterus,Etmopterus spinax
MW574395.1,338142,NA,Chordata,Aves,Galliformes,Phasianidae,Xenoperdix,Xenoperdix udzungwensis
MW574394.1,9004,NA,Chordata,Aves,Galliformes,Phasianidae,Tympanuchus,Tympanuchus cupido
MW574393.1,1717231,NA,Chordata,Aves,Galliformes,Phasianidae,Tropicoperdix,Tropicoperdix chloropus
MW574391.1,267426,NA,Chordata,Aves,Galliformes,Phasianidae,Tetraogallus,Tetraogallus altaicus
MW574390.1,177180,NA,Chordata,Aves,Galliformes,Megapodiidae,Talegalla,Talegalla fuscirostris
MW574389.1,1756211,NA,Chordata,Aves,Galliformes,Phasianidae,Scleroptila,Scleroptila afra
MW574387.1,57766,NA,Chordata,Aves,Galliformes,Phasianidae,Pternistis,Pternistis swainsonii
MW574386.1,57754,NA,Chordata,Aves,Galliformes,Phasianidae,Pternistis,Pternistis bicalcaratus
MW574385.1,796029,NA,Chordata,Aves,Galliformes,Phasianidae,Pternistis,Pternistis ahantensis
MW574384.1,211678,NA,Chordata,Aves,Galliformes,Cracidae,Pipile,Pipile cumanensis
MW574382.1,116996,NA,Chordata,Aves,Galliformes,Cracidae,Penelopina,Penelopina nigra
MW574380.1,125070,NA,Chordata,Aves,Galliformes,Cracidae,Pauxi,Pauxi pauxi
MW574379.1,125065,NA,Chordata,Aves,Galliformes,Cracidae,Nothocrax,Nothocrax urumutum
MW574377.1,57751,NA,Chordata,Aves,Galliformes,Phasianidae,Margaroperdix,Margaroperdix madagarensis
MW574376.1,177178,NA,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,Macrocephalon maleo
MW574375.1,109039,NA,Chordata,Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus mlokosiewiczi
MW574374.1,140443,NA,Chordata,Aves,Galliformes,Phasianidae,Lophura,Lophura erythrophthalma
MW574373.1,9042,NA,Chordata,Aves,Galliformes,Phasianidae,Lophura,Lophura bulweri
MW574372.1,8981,NA,Chordata,Aves,Galliformes,Megapodiidae,Leipoa,Leipoa ocellata
MW574370.1,109675,NA,Chordata,Aves,Galliformes,Phasianidae,Falcipennis,Falcipennis falcipennis
MW574368.1,1355955,NA,Chordata,Aves,Galliformes,Odontophoridae,Dendrortyx,Dendrortyx macroura
MW574367.1,57763,NA,Chordata,Aves,Galliformes,Phasianidae,Dendroperdix,Dendroperdix sephaena
MW574365.1,1355947,NA,Chordata,Aves,Galliformes,Odontophoridae,Dactylortyx,Dactylortyx thoracicus
MW574363.1,2497800,NA,Chordata,Aves,Galliformes,Phasianidae,Coturnix,Coturnix ypsilophora
MW574362.1,116989,NA,Chordata,Aves,Galliformes,Phasianidae,Coturnix,Coturnix pectoralis
MW574360.1,9093,NA,Chordata,Aves,Galliformes,Phasianidae,Coturnix,Coturnix delegorguei
MW574358.1,125060,NA,Chordata,Aves,Galliformes,Cracidae,Chamaepetes,Chamaepetes goudotii
MW574357.1,9002,NA,Chordata,Aves,Galliformes,Phasianidae,Centrocercus,Centrocercus urophasianus
MW574356.1,67772,NA,Chordata,Aves,Galliformes,Odontophoridae,Callipepla,Callipepla douglasii
MW574355.1,67771,NA,Chordata,Aves,Galliformes,Odontophoridae,Callipepla,Callipepla californica
MW574354.1,8884,NA,Chordata,Aves,Anseriformes,Anatidae,Oxyura,Oxyura jamaicensis
MW574352.1,570426,NA,Chordata,Aves,Galliformes,Numididae,Agelastes,Agelastes niger
MW574351.1,30401,NA,Chordata,Aves,Galliformes,Megapodiidae,Aepypodius,Aepypodius arfakianus
MW479985.1,1311506,NA,Chordata,Actinopteri,Beloniformes,Zenarchopteridae,Zenarchopterus,Zenarchopterus dispar
MZ359215.1,52214,NA,Chordata,Lepidosauria,Squamata,Agamidae,Calotes,Calotes emma
MZ411565.1,109717,NA,Chordata,Actinopteri,NA,Pomacanthidae,Apolemichthys,Apolemichthys trimaculatus
MN136061.1,8472,NA,Chordata,NA,Testudines,Cheloniidae,Lepidochelys,Lepidochelys kempii
MZ365315.1,879481,NA,Chordata,Actinopteri,Blenniiformes,Tripterygiidae,Enneanectes,Enneanectes altivelis
MT083886.1,223804,NA,Chordata,Actinopteri,Acropomatiformes,Polyprionidae,Stereolepis,Stereolepis doederleini
MK955877.1,1696875,NA,Chordata,Actinopteri,Cypriniformes,Danionidae,Rasbora,Rasbora tornieri
MZ230594.1,2719022,NA,Chordata,Lepidosauria,Squamata,Elapidae,Sinomicrurus,Sinomicrurus peinani
MN564936.1,869933,NA,Chordata,Aves,Passeriformes,Muscicapidae,Myophonus,Myophonus caeruleus
MN549279.1,508009,NA,Chordata,Actinopteri,Gobiiformes,Gobiidae,Rhinogobius,Rhinogobius formosanus
MZ315025.1,642423,NA,Chordata,Actinopteri,Blenniiformes,Chaenopsidae,Acanthemblemaria,Acanthemblemaria spinosa
MW166212.1,8164,NA,Chordata,Actinopteri,Acropomatiformes,Lateolabracidae,Lateolabrax,Lateolabrax japonicus
MZ042323.1,143281,NA,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
MZ457524.1,1964258,NA,Chordata,Mammalia,Chiroptera,Vespertilionidae,Tylonycteris,Tylonycteris fulvida
MW131880.1,350768,NA,Chordata,Actinopteri,Osmeriformes,Salangidae,Salanx,Salanx chinensis
MT792356.1,2770619,NA,Chordata,Aves,Passeriformes,Corvidae,Pica,Pica pica
MT792355.1,301988,NA,Chordata,Aves,Passeriformes,Corvidae,Pica,Pica pica
MT792354.1,301989,NA,Chordata,Aves,Passeriformes,Corvidae,Pica,Pica pica
MT792353.1,1924283,NA,Chordata,Aves,Passeriformes,Corvidae,Pica,Pica pica
MZ334613.1,1867744,NA,Chordata,Actinopteri,Anguilliformes,Ophichthidae,Ophichthus,Ophichthus brevicaudatus
MZ286363.1,187003,NA,Chordata,Mammalia,Chiroptera,Emballonuridae,Taphozous,Taphozous melanopogon
MW713795.1,61968,NA,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,Acipenser persicus
MW579776.1,425636,NA,Chordata,Aves,Charadriiformes,Glareolidae,Glareola,Glareola maldivarum
MZ367914.1,228401,NA,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
MN052793.1,1499491,NA,Chordata,Aves,Passeriformes,Sittidae,Sitta,Sitta yunnanensis
MN699562.1,435132,NA,Chordata,Actinopteri,Kurtiformes,Apogonidae,Apogonichthyoides,Apogonichthyoides taeniatus
MZ292455.1,448110,NA,Chordata,Amphibia,Anura,Ranidae,Amolops,Amolops jinjiangensis
MW896838.1,2849541,NA,Chordata,Actinopteri,Cypriniformes,Acheilognathidae,Rhodeus,Rhodeus albomarginatus
MH822303.1,1173609,NA,Chordata,Actinopteri,Cypriniformes,Botiidae,Parabotia,Parabotia bimaculata
MW348992.1,2848121,NA,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus dalianensis
MW732167.1,200675,NA,Chordata,Actinopteri,Perciformes,Cottidae,Procottus,Procottus major
MW732165.1,57734,NA,Chordata,Actinopteri,Perciformes,Cottidae,Cottocomephorus,Cottocomephorus grewingki
MW732164.1,61626,NA,Chordata,Actinopteri,Perciformes,Cottidae,Paracottus,Paracottus knerii
MW732163.1,61627,NA,Chordata,Actinopteri,Perciformes,Cottidae,Cottocomephorus,Cottocomephorus inermis
MW646297.1,86244,NA,Chordata,Actinopteri,Gobiiformes,Odontobutidae,Odontobutis,Odontobutis obscura
MW646291.1,1616774,NA,Chordata,Actinopteri,Cypriniformes,NA,NA,Pungtungia herzi x Pseudorasbora parva
MW323050.1,2794623,NA,Chordata,Aves,Passeriformes,Melanocharitidae,Rhamphocharis,Rhamphocharis crassirostris
MW323049.1,483553,NA,Chordata,Aves,Passeriformes,Melanocharitidae,Oedistoma,Oedistoma pygmaeum
MW323043.1,2593269,NA,Chordata,Aves,Passeriformes,Melanocharitidae,Melanocharis,Melanocharis striativentris
